Division,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,Referee,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFoulsCommitted,AwayFoulsCommitted,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,Bet365_HomeWinOdds,Bet365_DrawOdds,Bet365_AwayWinOdds,half_result_code,match_result_code,match_year,match_month,match_weekday,season,home_prob,draw_prob,away_prob
Championship,2021-03-13,Luton,Swansea,0,1,AwayWin,0.0,1.0,AwayLead,D Bond,12.0,8.0,5.0,2.0,10.0,11.0,7.0,4.0,0.0,4.0,0.0,0.0,3.5,3.2,2.2,2,2,2021,March,Saturday,2020/2021,0.27139552814186585,0.2968388589051658,0.4317656129529684
Championship,2021-03-13,Birmingham,Bristol City,0,3,AwayWin,0.0,1.0,AwayLead,J Gillett,9.0,9.0,0.0,4.0,12.0,10.0,5.0,2.0,3.0,2.0,0.0,0.0,2.05,3.2,3.9,2,2,2021,March,Saturday,2020/2021,0.46162382097281307,0.29572776031070835,0.2426484187164787
Championship,2021-03-13,Bournemouth,Barnsley,2,3,AwayWin,2.0,1.0,HomeLead,J Brooks,10.0,17.0,3.0,6.0,7.0,12.0,6.0,6.0,2.0,3.0,0.0,0.0,2.2,3.4,3.3,0,2,2021,March,Saturday,2020/2021,0.43220338983050843,0.2796610169491525,0.288135593220339
Championship,2021-03-13,Cardiff,Watford,1,2,AwayWin,1.0,1.0,Draw,K Stroud,10.0,14.0,1.0,5.0,17.0,12.0,2.0,4.0,2.0,4.0,0.0,0.0,3.1,3.2,2.4,1,2,2021,March,Saturday,2020/2021,0.30670926517571884,0.2971246006389776,0.39616613418530355
Championship,2021-03-13,Derby,Millwall,0,1,AwayWin,0.0,1.0,AwayLead,D England,13.0,2.0,3.0,1.0,10.0,14.0,3.0,1.0,1.0,1.0,0.0,0.0,2.55,3.0,3.0,2,2,2021,March,Saturday,2020/2021,0.3703703703703704,0.31481481481481477,0.31481481481481477
Championship,2021-03-13,Middlesbrough,Stoke,3,0,HomeWin,2.0,0.0,HomeLead,A Madley,9.0,16.0,3.0,4.0,9.0,12.0,4.0,9.0,0.0,1.0,0.0,0.0,2.2,3.1,3.6,0,0,2021,March,Saturday,2020/2021,0.43088803088803085,0.30579150579150577,0.2633204633204633
Championship,2021-03-13,Nott'm Forest,Reading,1,1,Draw,0.0,0.0,Draw,S Martin,15.0,23.0,4.0,6.0,16.0,9.0,4.0,6.0,1.0,0.0,0.0,0.0,2.7,3.1,2.87,1,1,2021,March,Saturday,2020/2021,0.3556523824752158,0.3097617524784138,0.3345858650463703
Championship,2021-03-13,QPR,Huddersfield,0,1,AwayWin,0.0,0.0,Draw,M Salisbury,4.0,13.0,2.0,3.0,7.0,9.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,3.5,3.8,1,2,2021,March,Saturday,2020/2021,0.4767025089605735,0.27240143369175623,0.25089605734767023
Championship,2021-03-13,Wycombe,Preston,1,0,HomeWin,1.0,0.0,HomeLead,T Robinson,14.0,6.0,5.0,1.0,14.0,9.0,9.0,5.0,2.0,1.0,0.0,0.0,3.8,3.4,2.0,0,0,2021,March,Saturday,2020/2021,0.24890190336749632,0.2781844802342606,0.47291361639824303
Championship,2021-03-14,Sheffield Weds,Norwich,1,2,AwayWin,1.0,0.0,HomeLead,T Harrington,12.0,12.0,4.0,3.0,17.0,9.0,3.0,5.0,2.0,3.0,0.0,0.0,6.5,3.8,1.57,0,2,2021,March,Sunday,2020/2021,0.14597147121430845,0.24968804286658022,0.6043404859191114
Championship,2021-03-16,Cardiff,Stoke,0,0,Draw,0.0,0.0,Draw,G Scott,13.0,9.0,2.0,5.0,11.0,13.0,5.0,3.0,1.0,1.0,0.0,0.0,2.2,3.1,3.5,1,1,2021,March,Tuesday,2020/2021,0.4276704769412692,0.303508080409933,0.26882144264879776
Championship,2021-03-16,Derby,Brentford,2,2,Draw,0.0,2.0,AwayLead,D Webb,11.0,10.0,3.0,4.0,10.0,9.0,7.0,4.0,0.0,0.0,0.0,0.0,4.2,3.4,1.9,2,1,2021,March,Tuesday,2020/2021,0.22493036211699163,0.27785515320334264,0.4972144846796657
Championship,2021-03-16,Luton,Coventry,2,0,HomeWin,2.0,0.0,HomeLead,S Martin,20.0,8.0,6.0,1.0,15.0,14.0,5.0,4.0,2.0,0.0,0.0,1.0,3.2,3.1,2.45,0,0,2021,March,Tuesday,2020/2021,0.2995464405442714,0.3092092289489253,0.39124433050680335
Championship,2021-03-16,Middlesbrough,Preston,2,0,HomeWin,1.0,0.0,HomeLead,O Langford,15.0,7.0,3.0,3.0,9.0,12.0,2.0,2.0,1.0,1.0,0.0,1.0,1.8,3.5,4.5,0,0,2021,March,Tuesday,2020/2021,0.5223880597014926,0.26865671641791045,0.208955223880597
Championship,2021-03-16,Rotherham,Watford,1,4,AwayWin,0.0,3.0,AwayLead,J Simpson,11.0,16.0,4.0,10.0,12.0,14.0,5.0,8.0,0.0,0.0,0.0,0.0,5.5,3.8,1.61,2,2,2021,March,Tuesday,2020/2021,0.17054609316198813,0.24684302957656173,0.58261087726145
Championship,2021-03-16,Bournemouth,Swansea,3,0,HomeWin,2.0,0.0,HomeLead,J Linington,17.0,7.0,3.0,2.0,12.0,13.0,8.0,7.0,1.0,0.0,0.0,0.0,2.05,3.4,3.6,0,0,2021,March,Tuesday,2020/2021,0.4603234298608499,0.27754795035727714,0.26212861978187285
Championship,2021-03-17,Nott'm Forest,Norwich,0,2,AwayWin,0.0,2.0,AwayLead,L Doughty,5.0,22.0,1.0,7.0,13.0,6.0,4.0,5.0,0.0,1.0,0.0,0.0,4.0,3.5,1.9,2,2,2021,March,Wednesday,2020/2021,0.23539823008849559,0.26902654867256637,0.49557522123893805
Championship,2021-03-17,QPR,Millwall,3,2,HomeWin,0.0,2.0,AwayLead,J Gillett,16.0,14.0,8.0,4.0,11.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,2.5,3.1,3.1,2,0,2021,March,Wednesday,2020/2021,0.3827160493827161,0.30864197530864196,0.30864197530864196
Championship,2021-03-17,Wycombe,Barnsley,1,3,AwayWin,0.0,1.0,AwayLead,D Bond,7.0,14.0,3.0,4.0,13.0,11.0,5.0,8.0,2.0,3.0,0.0,1.0,4.75,3.5,1.8,2,2,2021,March,Wednesday,2020/2021,0.20015885623510724,0.27164416203335984,0.5281969817315331
Championship,2021-03-17,Birmingham,Reading,2,1,HomeWin,1.0,1.0,Draw,A Woolmer,13.0,8.0,4.0,3.0,15.0,12.0,3.0,2.0,2.0,0.0,0.0,0.0,3.6,3.2,2.15,1,0,2021,March,Wednesday,2020/2021,0.2631981637337414,0.29609793420045905,0.4407039020657995
Championship,2021-03-17,Blackburn,Bristol City,0,0,Draw,0.0,0.0,Draw,C Hicks,13.0,6.0,2.0,3.0,8.0,12.0,6.0,4.0,0.0,1.0,0.0,0.0,1.75,3.6,5.0,1,1,2021,March,Wednesday,2020/2021,0.5446293494704992,0.264750378214826,0.19062027231467474
Championship,2021-03-17,Sheffield Weds,Huddersfield,1,1,Draw,1.0,0.0,HomeLead,R Jones,8.0,9.0,2.0,3.0,9.0,9.0,2.0,6.0,1.0,1.0,0.0,0.0,2.62,3.2,2.8,0,1,2021,March,Wednesday,2020/2021,0.3630470016207455,0.2972447325769854,0.33970826580226904
Championship,2021-03-20,Brentford,Nott'm Forest,1,1,Draw,1.0,0.0,HomeLead,G Scott,21.0,8.0,4.0,1.0,18.0,13.0,6.0,2.0,3.0,4.0,0.0,0.0,1.7,3.75,5.25,0,1,2021,March,Saturday,2020/2021,0.5627009646302251,0.255091103965702,0.18220793140407288
Championship,2021-03-20,Barnsley,Sheffield Weds,1,2,AwayWin,0.0,1.0,AwayLead,T Robinson,9.0,6.0,4.0,2.0,8.0,17.0,6.0,2.0,1.0,4.0,0.0,0.0,1.66,3.8,5.25,2,2,2021,March,Saturday,2020/2021,0.5704400537557545,0.24919223400909268,0.1803677122351528
Championship,2021-03-20,Bristol City,Rotherham,0,2,AwayWin,0.0,1.0,AwayLead,M Donohue,10.0,7.0,1.0,4.0,8.0,10.0,7.0,2.0,1.0,1.0,0.0,0.0,2.37,3.5,2.9,2,2,2021,March,Saturday,2020/2021,0.40090054506675094,0.2714669405166285,0.32763251441662067
Championship,2021-03-20,Coventry,Wycombe,0,0,Draw,0.0,0.0,Draw,T Harrington,9.0,8.0,1.0,1.0,10.0,17.0,1.0,2.0,0.0,2.0,0.0,0.0,1.75,3.6,5.0,1,1,2021,March,Saturday,2020/2021,0.5446293494704992,0.264750378214826,0.19062027231467474
Championship,2021-03-20,Millwall,Middlesbrough,1,0,HomeWin,1.0,0.0,HomeLead,J Linington,9.0,10.0,4.0,2.0,12.0,10.0,7.0,11.0,1.0,1.0,0.0,0.0,2.9,3.1,2.6,0,0,2021,March,Saturday,2020/2021,0.3277755185034567,0.3066287108580724,0.36559577063847093
Championship,2021-03-20,Norwich,Blackburn,1,1,Draw,0.0,0.0,Draw,K Stroud,16.0,11.0,7.0,4.0,12.0,11.0,5.0,4.0,0.0,0.0,0.0,0.0,1.55,4.0,6.0,1,1,2021,March,Saturday,2020/2021,0.6075949367088608,0.23544303797468355,0.1569620253164557
Championship,2021-03-20,Preston,Luton,0,1,AwayWin,0.0,0.0,Draw,T Bramall,9.0,20.0,2.0,4.0,12.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,2.37,3.3,3.1,1,2,2021,March,Saturday,2020/2021,0.4027876210725254,0.2892747460429956,0.3079376328844791
Championship,2021-03-20,Reading,QPR,1,1,Draw,0.0,1.0,AwayLead,D Whitestone,17.0,13.0,2.0,4.0,8.0,19.0,7.0,5.0,0.0,1.0,0.0,0.0,2.1,3.3,3.6,2,1,2021,March,Saturday,2020/2021,0.4505119453924914,0.28668941979522183,0.26279863481228666
Championship,2021-03-20,Stoke,Derby,1,0,HomeWin,0.0,0.0,Draw,J Gillett,11.0,5.0,3.0,0.0,9.0,17.0,1.0,2.0,1.0,1.0,0.0,0.0,2.25,3.2,3.4,1,0,2021,March,Saturday,2020/2021,0.42285270112708895,0.29731830547998445,0.27982899339292655
Championship,2021-03-20,Watford,Birmingham,3,0,HomeWin,1.0,0.0,HomeLead,D Bond,12.0,14.0,9.0,1.0,9.0,13.0,6.0,5.0,1.0,1.0,0.0,0.0,1.5,4.2,7.0,0,0,2021,March,Saturday,2020/2021,0.6363636363636365,0.2272727272727273,0.13636363636363638
Championship,2021-03-20,Swansea,Cardiff,0,1,AwayWin,0.0,1.0,AwayLead,P Tierney,23.0,9.0,1.0,7.0,7.0,14.0,11.0,0.0,0.0,3.0,0.0,0.0,2.6,3.1,2.9,2,2,2021,March,Saturday,2020/2021,0.36559577063847093,0.3066287108580724,0.3277755185034567
Championship,2021-04-02,Bournemouth,Middlesbrough,3,1,HomeWin,1.0,0.0,HomeLead,S Hooper,7.0,8.0,5.0,1.0,4.0,16.0,6.0,6.0,2.0,2.0,0.0,0.0,2.1,3.3,3.6,0,0,2021,April,Friday,2020/2021,0.4505119453924914,0.28668941979522183,0.26279863481228666
Championship,2021-04-02,Bristol City,Stoke,0,2,AwayWin,0.0,1.0,AwayLead,M Salisbury,9.0,5.0,1.0,2.0,10.0,12.0,8.0,2.0,1.0,1.0,0.0,0.0,3.5,3.3,2.15,2,2,2021,April,Friday,2020/2021,0.2711119602598395,0.28754298815437523,0.44134505158578524
Championship,2021-04-02,Cardiff,Nott'm Forest,0,1,AwayWin,0.0,1.0,AwayLead,G Ward,18.0,8.0,3.0,1.0,15.0,13.0,6.0,4.0,2.0,3.0,0.0,0.0,2.2,3.1,3.6,2,2,2021,April,Friday,2020/2021,0.43088803088803085,0.30579150579150577,0.2633204633204633
Championship,2021-04-02,Derby,Luton,2,0,HomeWin,1.0,0.0,HomeLead,A Woolmer,11.0,13.0,5.0,3.0,14.0,11.0,5.0,4.0,4.0,2.0,0.0,0.0,2.1,3.25,3.75,0,0,2021,April,Friday,2020/2021,0.4532775453277545,0.2928870292887029,0.25383542538354253
Championship,2021-04-02,Millwall,Rotherham,1,0,HomeWin,0.0,0.0,Draw,J Brooks,12.0,7.0,2.0,2.0,12.0,6.0,8.0,3.0,1.0,1.0,0.0,1.0,2.15,3.25,3.6,1,0,2021,April,Friday,2020/2021,0.4427206508371961,0.29287673824614513,0.2644026109166588
Championship,2021-04-02,Preston,Norwich,1,1,Draw,0.0,1.0,AwayLead,D Whitestone,11.0,18.0,3.0,5.0,17.0,10.0,4.0,2.0,1.0,1.0,0.0,0.0,5.5,3.5,1.7,2,1,2021,April,Friday,2020/2021,0.17221418234442837,0.27062228654124454,0.557163531114327
Championship,2021-04-02,QPR,Coventry,3,0,HomeWin,2.0,0.0,HomeLead,J Simpson,17.0,10.0,10.0,3.0,17.0,7.0,6.0,6.0,1.0,0.0,0.0,0.0,2.25,3.3,3.3,0,0,2021,April,Friday,2020/2021,0.42307692307692313,0.2884615384615385,0.2884615384615385
Championship,2021-04-02,Watford,Sheffield Weds,1,0,HomeWin,1.0,0.0,HomeLead,C Kavanagh,11.0,8.0,2.0,1.0,19.0,14.0,6.0,3.0,2.0,4.0,0.0,0.0,1.5,4.0,7.5,0,0,2021,April,Friday,2020/2021,0.6349206349206349,0.23809523809523808,0.12698412698412698
Championship,2021-04-02,Wycombe,Blackburn,1,0,HomeWin,0.0,0.0,Draw,D Webb,9.0,11.0,2.0,2.0,17.0,13.0,7.0,4.0,1.0,1.0,0.0,0.0,4.33,3.5,1.85,1,0,2021,April,Friday,2020/2021,0.21845110575057775,0.2702552251142862,0.511293669135136
Championship,2021-04-02,Barnsley,Reading,1,1,Draw,0.0,1.0,AwayLead,G Eltringham,16.0,6.0,2.0,1.0,19.0,6.0,7.0,5.0,3.0,0.0,0.0,0.0,2.3,3.1,3.4,2,1,2021,April,Friday,2020/2021,0.41349548842683403,0.3067869752844252,0.27971753628874063
Championship,2021-04-02,Birmingham,Swansea,1,0,HomeWin,0.0,0.0,Draw,T Harrington,10.0,7.0,4.0,3.0,17.0,9.0,2.0,4.0,1.0,0.0,0.0,0.0,3.1,3.1,2.45,1,0,2021,April,Friday,2020/2021,0.30625,0.30625,0.3875
Championship,2021-04-03,Huddersfield,Brentford,1,1,Draw,1.0,0.0,HomeLead,O Langford,3.0,15.0,2.0,5.0,19.0,15.0,2.0,4.0,4.0,1.0,0.0,0.0,4.33,3.6,1.8,0,1,2021,April,Saturday,2020/2021,0.21699819168173598,0.26100060277275466,0.5220012055455093
Championship,2021-04-05,Middlesbrough,Watford,1,1,Draw,0.0,1.0,AwayLead,T Robinson,3.0,10.0,1.0,2.0,11.0,15.0,5.0,2.0,0.0,1.0,0.0,0.0,3.5,3.1,2.25,2,1,2021,April,Monday,2020/2021,0.2714007782101167,0.306420233463035,0.42217898832684825
Championship,2021-04-05,Blackburn,Bournemouth,0,2,AwayWin,0.0,1.0,AwayLead,D Bond,10.0,6.0,4.0,2.0,16.0,17.0,4.0,3.0,1.0,2.0,0.0,0.0,3.3,3.5,2.15,2,2,2021,April,Monday,2020/2021,0.28754298815437523,0.2711119602598395,0.44134505158578524
Championship,2021-04-05,Coventry,Bristol City,3,1,HomeWin,1.0,0.0,HomeLead,G Eltringham,15.0,6.0,5.0,3.0,14.0,16.0,2.0,0.0,2.0,2.0,0.0,0.0,2.05,3.25,3.8,0,0,2021,April,Monday,2020/2021,0.46077791250816164,0.290644529428225,0.24857755806361348
Championship,2021-04-05,Luton,Barnsley,1,2,AwayWin,0.0,1.0,AwayLead,M Donohue,8.0,17.0,2.0,7.0,8.0,8.0,3.0,4.0,1.0,0.0,0.0,0.0,3.5,3.2,2.2,2,2,2021,April,Monday,2020/2021,0.27139552814186585,0.2968388589051658,0.4317656129529684
Championship,2021-04-05,Nott'm Forest,QPR,3,1,HomeWin,1.0,0.0,HomeLead,K Stroud,20.0,8.0,8.0,2.0,9.0,11.0,6.0,2.0,3.0,1.0,0.0,0.0,2.55,3.2,2.87,0,0,2021,April,Monday,2020/2021,0.3723872275722251,0.29674607197161684,0.3308667004561581
Championship,2021-04-05,Reading,Derby,3,1,HomeWin,1.0,0.0,HomeLead,J Moss,6.0,12.0,5.0,5.0,11.0,11.0,2.0,4.0,2.0,0.0,0.0,0.0,2.15,3.1,3.75,0,0,2021,April,Monday,2020/2021,0.44113461720899344,0.3059482022578503,0.25291718053315626
Championship,2021-04-05,Rotherham,Wycombe,0,3,AwayWin,0.0,2.0,AwayLead,J Linington,19.0,11.0,7.0,5.0,14.0,17.0,6.0,2.0,1.0,2.0,0.0,0.0,1.8,3.7,4.5,2,2,2021,April,Monday,2020/2021,0.530085959885387,0.25787965616045844,0.21203438395415475
Championship,2021-04-05,Stoke,Millwall,1,2,AwayWin,1.0,1.0,Draw,G Ward,14.0,10.0,5.0,3.0,11.0,17.0,5.0,4.0,1.0,1.0,0.0,0.0,2.2,3.0,3.75,1,2,2021,April,Monday,2020/2021,0.4310344827586207,0.3160919540229885,0.25287356321839083
Championship,2021-04-05,Swansea,Preston,0,1,AwayWin,0.0,0.0,Draw,P Bankes,9.0,14.0,0.0,3.0,9.0,16.0,1.0,6.0,2.0,0.0,0.0,0.0,1.9,3.4,4.2,1,2,2021,April,Monday,2020/2021,0.4972144846796657,0.27785515320334264,0.22493036211699163
Championship,2021-04-05,Sheffield Weds,Cardiff,5,0,HomeWin,3.0,0.0,HomeLead,D Webb,12.0,17.0,6.0,3.0,15.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0,3.25,3.1,2.37,0,0,2021,April,Monday,2020/2021,0.2924237298254692,0.3065732651396048,0.4010030050349261
Championship,2021-04-06,Brentford,Birmingham,0,0,Draw,0.0,0.0,Draw,D Whitestone,9.0,7.0,4.0,0.0,12.0,13.0,5.0,3.0,0.0,0.0,0.0,0.0,1.55,3.9,6.5,1,1,2021,April,Tuesday,2020/2021,0.6112852664576801,0.24294670846394983,0.1457680250783699
Championship,2021-04-06,Norwich,Huddersfield,7,0,HomeWin,5.0,0.0,HomeLead,J Gillett,22.0,7.0,11.0,2.0,8.0,12.0,7.0,3.0,0.0,1.0,0.0,0.0,1.4,4.8,8.0,0,0,2021,April,Tuesday,2020/2021,0.6818181818181818,0.19886363636363635,0.11931818181818181
Championship,2021-04-09,Watford,Reading,2,0,HomeWin,2.0,0.0,HomeLead,J Linington,12.0,17.0,3.0,5.0,23.0,14.0,3.0,3.0,3.0,1.0,0.0,0.0,1.83,3.4,4.75,0,0,2021,April,Friday,2020/2021,0.5198860435545397,0.2798210175602376,0.20029293888522268
Championship,2021-04-10,Millwall,Swansea,0,3,AwayWin,0.0,1.0,AwayLead,R Jones,12.0,10.0,2.0,5.0,13.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,2.8,3.1,2.7,2,2,2021,April,Saturday,2020/2021,0.34010564811052413,0.30719219829337663,0.3527021535960991
Championship,2021-04-10,Barnsley,Middlesbrough,2,0,HomeWin,0.0,0.0,Draw,K Stroud,13.0,5.0,5.0,2.0,12.0,7.0,5.0,6.0,1.0,0.0,0.0,0.0,2.1,3.3,3.6,1,0,2021,April,Saturday,2020/2021,0.4505119453924914,0.28668941979522183,0.26279863481228666
Championship,2021-04-10,Birmingham,Stoke,2,0,HomeWin,1.0,0.0,HomeLead,G Eltringham,9.0,5.0,3.0,1.0,13.0,13.0,3.0,4.0,1.0,1.0,0.0,0.0,2.9,3.0,2.62,0,0,2021,April,Saturday,2020/2021,0.32535805944200685,0.3145127907939399,0.3601291497640533
Championship,2021-04-10,Bournemouth,Coventry,4,1,HomeWin,2.0,1.0,HomeLead,D Webb,12.0,7.0,7.0,2.0,9.0,10.0,4.0,3.0,0.0,1.0,0.0,0.0,1.61,3.9,5.75,0,0,2021,April,Saturday,2020/2021,0.5907300817933958,0.2438654953044532,0.16540442290215085
Championship,2021-04-10,Bristol City,Nott'm Forest,0,0,Draw,0.0,0.0,Draw,S Martin,7.0,16.0,1.0,4.0,12.0,13.0,3.0,8.0,0.0,1.0,0.0,0.0,3.2,3.0,2.37,1,1,2021,April,Saturday,2020/2021,0.2926648555198815,0.31217584588787356,0.395159298592245
Championship,2021-04-10,Cardiff,Blackburn,2,2,Draw,1.0,1.0,Draw,J Simpson,12.0,20.0,6.0,5.0,12.0,10.0,5.0,2.0,2.0,2.0,0.0,0.0,2.1,3.4,3.5,1,1,2021,April,Saturday,2020/2021,0.4509283819628648,0.2785145888594165,0.27055702917771884
Championship,2021-04-10,Derby,Norwich,0,1,AwayWin,0.0,1.0,AwayLead,M Salisbury,11.0,13.0,3.0,4.0,17.0,6.0,5.0,5.0,4.0,0.0,0.0,0.0,5.0,3.8,1.7,2,2,2021,April,Saturday,2020/2021,0.19022379269729095,0.2502944640753828,0.5594817432273262
Championship,2021-04-10,Huddersfield,Rotherham,0,0,Draw,0.0,0.0,Draw,L Mason,9.0,13.0,4.0,4.0,12.0,5.0,6.0,9.0,0.0,0.0,0.0,0.0,2.45,3.1,3.1,1,1,2021,April,Saturday,2020/2021,0.3875,0.30625,0.30625
Championship,2021-04-10,Preston,Brentford,0,5,AwayWin,0.0,2.0,AwayLead,T Harrington,8.0,18.0,1.0,9.0,8.0,8.0,3.0,7.0,1.0,0.0,0.0,0.0,4.2,3.4,1.9,2,2,2021,April,Saturday,2020/2021,0.22493036211699163,0.27785515320334264,0.4972144846796657
Championship,2021-04-10,QPR,Sheffield Weds,4,1,HomeWin,1.0,1.0,Draw,J Brooks,9.0,18.0,6.0,2.0,9.0,9.0,2.0,4.0,2.0,0.0,0.0,0.0,2.2,3.3,3.3,1,0,2021,April,Saturday,2020/2021,0.4285714285714286,0.28571428571428575,0.28571428571428575
Championship,2021-04-10,Wycombe,Luton,1,3,AwayWin,1.0,0.0,HomeLead,O Langford,7.0,13.0,4.0,6.0,10.0,12.0,4.0,3.0,1.0,1.0,1.0,0.0,3.1,3.25,2.4,0,2,2021,April,Saturday,2020/2021,0.3081177167687142,0.29389689907169664,0.3979853841595892
Championship,2021-04-13,Huddersfield,Bournemouth,1,2,AwayWin,0.0,2.0,AwayLead,J Simpson,9.0,15.0,3.0,5.0,14.0,8.0,6.0,5.0,0.0,2.0,0.0,0.0,4.75,3.8,1.75,2,2,2021,April,Tuesday,2020/2021,0.20143884892086333,0.2517985611510791,0.5467625899280576
Championship,2021-04-13,Sheffield Weds,Swansea,0,2,AwayWin,0.0,1.0,AwayLead,M Donohue,6.0,6.0,1.0,3.0,5.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0,2.87,3.2,2.55,2,2,2021,April,Tuesday,2020/2021,0.33086670045615807,0.2967460719716168,0.37238722757222503
Championship,2021-04-13,Rotherham,QPR,3,1,HomeWin,0.0,0.0,Draw,D Whitestone,14.0,12.0,5.0,3.0,11.0,9.0,7.0,4.0,4.0,0.0,0.0,0.0,2.55,3.4,2.7,1,0,2021,April,Tuesday,2020/2021,0.3711340206185567,0.27835051546391754,0.35051546391752575
Championship,2021-04-15,Rotherham,Coventry,0,1,AwayWin,0.0,0.0,Draw,J Gillett,4.0,12.0,0.0,4.0,16.0,14.0,5.0,5.0,3.0,1.0,0.0,0.0,2.5,3.3,2.87,1,2,2021,April,Thursday,2020/2021,0.38042255784061696,0.2881989074550128,0.3313785347043701
Championship,2021-04-16,Blackburn,Derby,2,1,HomeWin,1.0,1.0,Draw,S Martin,11.0,12.0,7.0,6.0,12.0,10.0,4.0,5.0,2.0,1.0,0.0,0.0,2.05,3.4,3.6,1,0,2021,April,Friday,2020/2021,0.4603234298608499,0.27754795035727714,0.26212861978187285
Championship,2021-04-16,Reading,Cardiff,1,1,Draw,0.0,0.0,Draw,J Brooks,15.0,10.0,4.0,5.0,17.0,16.0,3.0,3.0,0.0,3.0,0.0,0.0,2.1,3.4,3.6,1,1,2021,April,Friday,2020/2021,0.4543429844097996,0.28062360801781744,0.26503340757238314
Championship,2021-04-17,Brentford,Millwall,0,0,Draw,0.0,0.0,Draw,D Bond,10.0,4.0,1.0,1.0,12.0,11.0,5.0,4.0,1.0,1.0,0.0,0.0,1.6,3.8,6.0,1,1,2021,April,Saturday,2020/2021,0.5925155925155925,0.24948024948024947,0.15800415800415799
Championship,2021-04-17,Luton,Watford,1,0,HomeWin,0.0,0.0,Draw,G Ward,16.0,5.0,2.0,0.0,12.0,16.0,6.0,3.0,2.0,2.0,0.0,1.0,4.8,3.6,1.75,1,0,2021,April,Saturday,2020/2021,0.19699812382739212,0.2626641651031895,0.5403377110694183
Championship,2021-04-17,Middlesbrough,QPR,1,2,AwayWin,1.0,2.0,AwayLead,M Donohue,14.0,9.0,7.0,3.0,8.0,13.0,9.0,4.0,0.0,1.0,0.0,1.0,2.1,3.3,3.6,2,2,2021,April,Saturday,2020/2021,0.4505119453924914,0.28668941979522183,0.26279863481228666
Championship,2021-04-17,Nott'm Forest,Huddersfield,0,2,AwayWin,0.0,1.0,AwayLead,A Woolmer,16.0,10.0,3.0,4.0,14.0,13.0,5.0,2.0,0.0,2.0,0.0,0.0,2.05,3.2,4.0,2,2,2021,April,Saturday,2020/2021,0.46444121915820036,0.29753265602322204,0.23802612481857766
Championship,2021-04-17,Sheffield Weds,Bristol City,1,1,Draw,1.0,0.0,HomeLead,T Harrington,20.0,5.0,3.0,3.0,16.0,12.0,5.0,0.0,1.0,0.0,0.0,1.0,2.05,3.3,3.75,0,1,2021,April,Saturday,2020/2021,0.4612804025719877,0.28655297735532564,0.2521666200726866
Championship,2021-04-17,Stoke,Preston,0,0,Draw,0.0,0.0,Draw,J Linington,9.0,12.0,3.0,2.0,19.0,16.0,7.0,1.0,2.0,1.0,1.0,0.0,2.05,3.1,4.0,1,1,2021,April,Saturday,2020/2021,0.46002596920793914,0.30421072157299195,0.2357633092190688
Championship,2021-04-17,Swansea,Wycombe,2,2,Draw,0.0,0.0,Draw,K Stroud,14.0,15.0,8.0,5.0,9.0,14.0,4.0,5.0,1.0,3.0,0.0,0.0,1.5,4.0,7.5,1,1,2021,April,Saturday,2020/2021,0.6349206349206349,0.23809523809523808,0.12698412698412698
Championship,2021-04-17,Norwich,Bournemouth,1,3,AwayWin,1.0,0.0,HomeLead,G Scott,5.0,7.0,1.0,5.0,10.0,10.0,1.0,7.0,3.0,3.0,1.0,0.0,1.9,3.6,4.0,0,2,2021,April,Saturday,2020/2021,0.49930651872399445,0.2635228848821082,0.23717059639389737
Championship,2021-04-18,Rotherham,Birmingham,0,1,AwayWin,0.0,0.0,Draw,T Robinson,17.0,14.0,2.0,2.0,12.0,8.0,5.0,5.0,2.0,0.0,0.0,0.0,2.75,3.2,2.62,1,2,2021,April,Sunday,2020/2021,0.34376153183812375,0.2954200664233876,0.3608184017384886
Championship,2021-04-18,Coventry,Barnsley,2,0,HomeWin,1.0,0.0,HomeLead,L Mason,14.0,7.0,4.0,2.0,16.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,3.8,3.3,2.05,0,0,2021,April,Sunday,2020/2021,0.24967706218859564,0.28750692009595863,0.46281601771544567
Championship,2021-04-20,Brentford,Cardiff,1,1,Draw,0.0,0.0,Draw,D England,15.0,13.0,6.0,3.0,15.0,9.0,10.0,3.0,2.0,0.0,0.0,0.0,1.61,3.8,5.75,1,1,2021,April,Tuesday,2020/2021,0.5869632375656471,0.24868705591597154,0.1643497065183812
Championship,2021-04-20,Norwich,Watford,0,1,AwayWin,0.0,0.0,Draw,T Robinson,14.0,23.0,2.0,5.0,13.0,11.0,5.0,13.0,3.0,4.0,0.0,0.0,2.37,3.4,3.0,1,2,2021,April,Tuesday,2020/2021,0.40208136234626296,0.28027436140018924,0.3176442762535478
